datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2024-09-18 02:15:00,Woodland Way PRV,2005,"2301, 2332",4.193843994117648,6.426512102941175,8.697322482352941
2024-09-18 02:15:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.6808252,-2.5850148,-1.5753565
2024-09-18 02:15:00,New Station Way DBV,2005_2296,"2304, 2301",-0.48058596,0.0023338804,0.53357476
2024-09-18 02:15:00,inlet_2296,2296,2297,12.222222,12.222222,12.222222
2024-09-18 02:15:00,inlet_2005,2005,"2301, 2332",6.4709152617647065,6.4709152617647065,6.4709152617647065
2024-09-18 02:15:00,wastemeter_2303,Outside of BWFL,2303,0.12222223,0.12222223,0.12222223
2024-09-18 02:15:00,wastemeter_8315,2296,8315,0.21111111,0.21111111,0.21111111
2024-09-18 02:15:00,wastemeter_2302,2005,2302,1.925252607878788,1.925252607878788,1.925252607878788
2024-09-18 02:15:00,wastemeter_2308,2005_2296,"2293, 2302",0.1604040359363636,0.1604040359363636,0.1604040359363636
2024-09-18 02:15:00,wastemeter_2307,2005_2296,"2304, 2301",,,
2024-09-18 02:15:00,wastemeter_2293,2296,2293,4.8555555,4.8555555,4.8555555
2024-09-18 02:15:00,wastemeter_2332,2005,2332,1.0666667,1.0666667,1.0666667
2024-09-18 02:15:00,Lodge Causeway PRV,2005,2302,1.364962962962963,1.889888182222222,2.46137037037037
2024-09-18 02:15:00,wastemeter_2294,2296,2294,,,
2024-09-18 02:15:00,wastemeter_2304,2296,2304,2.366066167567568,2.366066167567568,2.366066167567568
2024-09-18 02:15:00,wastemeter_2287,2296,2287,0.3163580352777778,0.3163580352777778,0.3163580352777778
2024-09-18 02:15:00,wastemeter_2297,2296,2297,,,
2024-09-18 02:15:00,wastemeter_2301,2005,2301,0.6,0.6,0.6
2024-09-18 02:30:00,Stoke Lane PRV,2296,2297,4.7930784,6.793728,9.17192
2024-09-18 02:30:00,Woodland Way PRV,2005,"2301, 2332",3.82010727027027,6.174959440540541,8.564572635135134
2024-09-18 02:30:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.8782635,-2.3379343,-1.2856724
2024-09-18 02:30:00,New Station Way DBV,2005_2296,"2304, 2301",-0.4838261,0.0021603212,0.53357476
2024-09-18 02:30:00,inlet_2296,2296,2297,12.111112,12.111112,12.111112
2024-09-18 02:30:00,inlet_2005,2005,"2301, 2332",6.262654583333333,6.262654583333333,6.262654583333333
2024-09-18 02:30:00,wastemeter_2303,Outside of BWFL,2303,0.1,0.1,0.1
2024-09-18 02:30:00,wastemeter_8315,2296,8315,0.15555556,0.15555556,0.15555556
2024-09-18 02:30:00,wastemeter_2302,2005,2302,1.8683502448484848,1.8683502448484848,1.8683502448484848
2024-09-18 02:30:00,wastemeter_2308,2005_2296,"2293, 2302",0.08711110918,0.08711110918,0.08711110918
2024-09-18 02:30:00,wastemeter_2307,2005_2296,"2304, 2301",0.014814815,0.014814815,0.014814815
2024-09-18 02:30:00,wastemeter_2293,2296,2293,4.555556,4.555556,4.555556
2024-09-18 02:30:00,wastemeter_2332,2005,2332,1.1666667,1.1666667,1.1666667
2024-09-18 02:30:00,Lodge Causeway PRV,2005,2302,1.3731481481481482,1.8315786751851857,2.47337037037037
2024-09-18 02:30:00,wastemeter_2294,2296,2294,,,
2024-09-18 02:30:00,wastemeter_2304,2296,2304,2.2315316405405405,2.2315316405405405,2.2315316405405405
2024-09-18 02:30:00,wastemeter_2287,2296,2287,0.3352381071428571,0.3352381071428571,0.3352381071428571
2024-09-18 02:30:00,wastemeter_2297,2296,2297,,,
2024-09-18 02:30:00,wastemeter_2301,2005,2301,0.62222224,0.62222224,0.62222224
2024-09-18 02:45:00,Stoke Lane PRV,2296,2297,5.0311513,6.6638994,8.576737
2024-09-18 02:45:00,Woodland Way PRV,2005,"2301, 2332",3.863244335,6.436192896875,8.85557666875
2024-09-18 02:45:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.3118422,-2.217111,-1.0121719
2024-09-18 02:45:00,New Station Way DBV,2005_2296,"2304, 2301",-0.48220602,0.0021654682,0.53357476
